standard_code,title,scope_excerpt,standard_kind,canonical_product,product_aliases,product_confidence,review_status,review_notes
IS 2548 (Part 2): 1996,PLASTIC SEATS AND COVERS FOR,Requirements for thermoplastic seats and covers for water-closets.,product_standard,bolt,bolt; bolts; hexagon head bolt; structural bolt,low,needs_review,
IS 2556 (Part 1): 1994,VITREOUS SANITARY APPLIANCES,"General requirements relating to terminology, material and manufacture, glazing, defects, minimum thickness, tolerance, performance and methods of test for vitreous sanitary appliances covered by various parts of the...",test_method,,,medium,needs_review,
IS 2556 (Part 14): 1994,VITREOUS  SANITARY APPLIANCES,"Requirements for patterns, dimensions and tolerances, construction, finish, tests, inspection and marking for integrated vitreous sqatting pans.",product_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,low,needs_review,
IS 2556 (Part 2): 1994,VITREOUS SANITARY APPLIANCES,"Requirements for patterns, construction, dimensions and tolerances, finish and marking for vitreous washdown water closets (henceforth referred as WC).",product_standard,vitreous_sanitary_appliances,,medium,needs_review,
IS 2556 (Part 4): 1994,VITREOUS SANITARY  APLLIANCES,"Requirements, patterns and sizes, dimensions and tolerances, construction, finish, sampling and marking provisions for vitreous wash basins.",product_standard,bolt,bolt; bolts; hexagon head bolt; structural bolt,low,needs_review,
IS 2556 (Part 9): 1994,VITREOUS  SANITARY APPLIANCES,"Requirements for patterns, construction,dimensions and tolerances, finish, inspection and marking of pedestal type bidets made of vitreous china.",product_standard,vitreous_sanitary_appliances,,medium,needs_review,
IS 2585: 1968,BLACK SQUARE BOLTS AND NUTS,Requirements for black square bolts and nuts in the diameter range 6 to 39 mm and black square screws in the diameter range 6 to 24 mm.,product_standard,nut,hexagon nut; nut; nuts,low,needs_review,
IS 2645: 2003,INTEGRAL CEMENT WATER-PROOFING,"Requirements for integral cement water- proofing compounds, which shall be assessed by: a) Permeability to water, and b) Physical tests of setting time and compressive strengths of cement mixed with the water-proofing...",material_standard,cement,cement; lime pozzolana mixture; lime-pozzolana concrete; masonry cement; ordinary portland cement; portland cement; pozzolana cement; slag cement; white cement,low,needs_review,
IS 2676: 1981,DIMENSIONS FOR WROUGHT ALUMINIUM AND,"Lays down dimensions and tolerances for wrought aluminium alloys, sheet and strip.",other,aluminium_alloys_sheet_strip,,medium,needs_review,
IS 2677: 1979,DIMENSIONS FOR  WROUGHT ALUMINIUM AND,"Lays down the dimensions and tolerances for wrought aluminium and aluminium alloys, plate and hot-rolled sheets.",other,plates_hot_rolled_sheets,,medium,needs_review,
IS 2678: 1987,DIMENSIONS AND  TOLERANCE FOR WROUGHT,Lays down the dimensions and tolerances for wrought aluminium and aluminium alloy drawn round tube with parallel bore. } } } },other,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 2681: 1993,NON-FERROUS METAL SLIDING DOOR BOLTS,"Requirement for non-ferrous metal sliding door bolts (aldrops) commonly used in general building construction for locking doors, gates etc. with padlocks.",other,door,door; door frame; door frames; doors; shutter; shutters,high,needs_review,
IS 2686: 1977,CINDER AS FINE AGGREGATES FOR,Requirements for cinder for use as aggregates in lime concrete.,product_standard,aggregate,aggregate; aggregates,high,needs_review,
IS 2687: 1991,CAP NUTS,"Requirements for cap nuts of product Grade A in the size range M4 to M48 with coarse pitch and fine pitch threads. For detailed information, refer to IS 2687 : 1991. Specification for cap nuts (second revision) Tolera...",material_standard,nut,hexagon nut; nut; nuts,high,needs_review,
IS 2690 (Part 1): 1993,BURNT CLAY–FLAT TERRACING TILES,Requirements for machine-made burnt clay flat terracing tiles.,product_standard,tile,clay roofing country tile; flooring tile; hollow clay tile; lining tile; ridge tile; roofing tile; terracing tile; tile; tiles,high,needs_review,
IS 2690 (Part 2): 1992,BURNT CLAY FLAT TERRACING TILES,Requirements for hand-made burnt clay flat terracing tiles.,product_standard,tile,clay roofing country tile; flooring tile; hollow clay tile; lining tile; ridge tile; roofing tile; terracing tile; tile; tiles,high,needs_review,
IS 2691: 1988,BURNT CLAY FACING BRICKS,"Specifies the dimensions, quality and strength of burnt clay facing bricks used in buildings and other structures.",other,brick,brick; bricks; building brick; building bricks; fly ash brick,high,needs_review,
IS 2692: 1989,FERRULES FOR WATER SERVICES,"Lays down nominal sizes and requirements regarding material, manufactrue and workmanship, construction, sampling and testing of copper alloy screw- down ferrules for use on water supply mains.",material_standard,screw,countersunk screw; hexagon head screw; screw; screws,high,needs_review,
IS 269: 1989,"ORDINARY PORTLAND CEMENT, 33 GRADE",Covers the manufacture and chemical and physical requirements of 33 grade ordinary Portland cement.,material_standard,cement,cement; lime pozzolana mixture; lime-pozzolana concrete; masonry cement; ordinary portland cement; portland cement; pozzolana cement; slag cement; white cement,high,needs_review,
IS 2721: 1979,GALVANIZED STEEL CHAIN  LINK FENCE  FABRIC,"Requirements for galvanized steel chain fence fabric intended for various purposes. This standard does not cover the requirements pertaining to straining posts, struts, base plates and other fittings. *Mild steel wire...",material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,high,needs_review,
IS 277: 2003,GALVANIZED STEEL SHEETS,"Requirements of plain galvanized steel sheets and strips coils, and corrugated galvanized sheets.",material_standard,steel_sheet,carbon steel sheet; carbon steel sheets; steel sheet; steel sheets,high,needs_review,
IS 278: 1978,GALVANIZED STEEL BARBED WIRE FOR FENCING,Requirements for two types of galvanized steel barbed wire with two strands of wire.,material_standard,coating,coating; coatings; epoxy coating; water repellent,low,needs_review,
IS 280: 1978,MILD STEEL WIRE FOR GENERAL,Requirement for mild steel wire of sizes 0.125 mm to 12.5 mm diameter for general engineering purposes.,material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,low,needs_review,
IS 281: 1991,MILD STEEL SLIDING DOOR BOLTS,"Requirements regarding materials, dimensions, manufacture and finish of mild steel sliding door bolts commonly used in general building constrcution for locking doors, gates, etc, with padlocks.",material_standard,door,door; door frame; door frames; doors; shutter; shutters,high,needs_review,
IS 2835: 1987,FLAT TRANSPARENT SHEET GLASS,"Requirements and methods of sampling and test for flat transparent sheet glass for use in the manufacture of photographic plates, projection slides, silvered glass mirrors, toughened or laminated safety glasses and fo...",product_standard,glass,glass; glass fiber; glass fibre; glass fibre reinforced,high,needs_review,
IS 2849: 1983,NON-LOAD BEARING GYPSUM PARTITION,"Requirements for gypsum partition blocks for use in non-load bearing construction in the interior of buildings and for the protection of columns, elevator shafts, etc, against fire.",product_standard,block,block; blocks; concrete block; masonry block; masonry blocks,high,needs_review,
IS 2907: 1998,NON-FERROUS RIVETS (1.6 TO 10 mm),"Requirements of copper, tinned copper, brass and aluminium rivets in the diameter range of 1mm to 10mm, intended for general engineering purposes.",product_standard,rivet,rivet; rivet bar; rivet bars; rivets,high,needs_review,
IS 2963: 1979,COPPER ALLOY WASTE FITTINGS FOR,"Requirements for materials, manufacture and workmanship, nominal sizes, dimensions and finish of copper alloy waste fittings used in wash-basins and sinks complying with the prescribed standards.",material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,low,needs_review,
IS 2998: 1982,COLD FORGED STEEL RIVETS FOR COLD,"Requirements of cold forged rivets, for cold closing in the diameter range 1 to 16 mm, intended for general engineering purposes.",material_standard,rivet,rivet; rivet bar; rivet bars; rivets,high,needs_review,
IS 3004: 1979,PLUG COCKS FOR WATER SUPPLY PURPOSES,"Requirements of plug cocks of 15 mm, 20 mm and 25 mm nominal size with a key head for use underground for water supply purposes up to 1 MPa working pressure.",product_standard,plug_socket,plug; plugs; socket; socket-outlet,high,needs_review,
IS 3006: 1979,CHEMICALLY  RESISTANT GLAZED STONEWARE,"Material and performance equirements for chemically resistant glazed stoneware pipes (straight pipes) and fittings (taper pipes; bends, taper bends; junctions; half section channels; straight and taper ; channel junct...",material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,low,needs_review,
IS 3037: 1986,BITUMEN MASTIC FOR USE IN,"Requirements for bitumen mastic suitable for water proofing of roofs. This bitumen mastic is not intended to be used as a paving material or to with stand exceptional conditions, such as acid or alkali actions.",material_standard,waterproofing_membrane,bitumen felt; bitumen felts; water-proofing; waterproofing,high,needs_review,
IS 3063: 1994,FASTENERS-SINGLE COIL RECTANGULAR,Requirements for single coil rectangular section spring lock washers suitable for use with bolt/ nut assemblies involving fasteners of property class 5.8 or less in the size range 2 to 100 mm.,product_standard,washer,plain washer; washer; washers,low,needs_review,
IS 3068: 1986,BROKEN BRICK (BURNT CLAY) COARSE,Requirements for coarse aggregate prepared from broken bricks (burnt clay) for use in lime concrete.,product_standard,brick,brick; bricks; building brick; building bricks; fly ash brick,low,needs_review,
IS 3076: 1985,LOW DENSITY POLYETHYLENE PIPES FOR,Requirements for low density black polyethylene pipes of outside diameters up to 140 mm for use in potable water supplies.,product_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 3087: 1985,WOOD PARTICLE BOARDS (MEDIUM DENSITY),"Requirements of medium density wood particle boards for general purposes, having specific grativity in the range 0.5 to 0.9. This standard does not cover veneered particle boards, moulded particle boards, high and low...",product_standard,board,bamboo mat board; board; boards; coir board; fiber board; fibre board; fibre boards; particle board; plywood; veneered decorative plywood,high,needs_review,
IS 3097: 1980,VENEERED PARTICLE BOARDS,"Requirements, such as, grades and types, material, manufacture, dimensions and tests for veneered particle boards.",material_standard,board,bamboo mat board; board; boards; coir board; fiber board; fibre board; fibre boards; particle board; plywood; veneered decorative plywood,high,needs_review,
